ID,temperature,pressure,humidity,wind_speed,wind_dir,cloud_cover
0,22.56347636814798,1001.8215471837916,82.92633088816238,7.688745631696728,14,41.76579020070874
1,22.852261134766263,1001.8511642183604,82.92235626422608,7.688745631696728,14,40.699017468432494
2,22.67090350018561,1001.844527310566,83.11295073413977,7.688745631696728,14,41.947514471710726
3,21.811012722620774,1002.1076763150415,81.6079469932036,7.851494963675824,14,41.90135308043831
4,21.599133951208305,1002.1082061567336,81.81836256265312,7.855424252496837,14,40.73405989298958
5,21.32206312978731,1002.1096757688316,83.74366383173464,7.929636743933605,14,39.38408500046047
6,21.13625367232764,1002.0898442042526,84.19219898020393,7.976095152472787,14,39.918751948418624
7,20.988399951390395,1001.9745904655956,84.05392062738194,7.978644177459657,14,41.41482799266159
8,21.65022572352698,1001.9978895402317,83.25475570193585,8.003720011739706,14,40.27092774045108
9,21.832232157458275,1001.9745904655956,82.2196237271985,7.98361158932866,14,40.88066524624858
10,22.28341107447422,1001.962425939152,82.29101056958322,7.948321084268638,14,39.161111994785166
11,22.35427701959074,1001.9071046795342,80.69954954530597,7.801011121250415,14,38.81343836492646
12,22.22492522354133,1001.9971183385333,82.39423778369256,7.805229595782665,14,38.59775189450833
13,22.411082864395013,1001.9394335019342,83.06452616127771,7.829253982694704,14,41.15724671566996
14,22.012218514565312,1001.9347118861853,82.8267126348384,7.861708255968033,14,41.070818290453
15,21.87576070284017,1002.1155904874628,82.82275911833776,7.870429538963048,14,40.30321030798284
16,21.382119997195588,1002.1929682198104,85.22873824493294,7.879473401617828,14,40.19648499374548
17,21.28497235934813,1002.1929682198104,85.5069364424461,7.84246231941588,14,39.91938983533688
18,20.813916430190417,1002.2208387683802,87.0221385922966,7.82400274724132,14,41.11671951827223
19,21.29942968639599,1002.3407059580676,84.50856592424863,7.8035180485207025,14,40.19650138898282
20,20.921394800053523,1002.2647978378182,84.55016946413208,7.774981939830264,14,41.49882588936936
21,21.43837295958953,1002.2647978378182,84.99723435540155,7.752980795436011,14,41.49883113752807
22,21.59747059441344,1002.2647978378182,84.45611653978463,7.71710165961602,14,42.33382041869241
23,21.23282973402468,1002.3046603242492,84.51560839508623,7.886823784817198,14,41.80507022298081
24,21.552115875793422,1002.260779820994,84.41235120825885,7.885653205238558,14,41.992814542056166
25,21.66390134714319,1002.3046603242492,83.4982044320041,7.935227546202494,14,40.87971773597105
26,21.455436476229128,1002.2929929067378,82.61347739109635,7.960401385603788,14,41.248592666470266
27,21.32748225509271,1002.2176969733308,85.3401790010824,8.201256766849951,14,40.74115311231875
28,20.966266012732007,1002.2162273612328,85.21750974659528,8.201256766849951,14,40.26622948934084
29,21.039387849453654,1002.1895744059968,85.95450547036347,8.201256766849951,14,40.58599706299089
